sku,product_name,brand,category_l1,category_l2,storage_type,width_cm,height_cm,depth_cm,facing_count,required_width_cm,reason_code,reason,severity,suggested_action,suggested_storage_type,storage_fix_reason,storage_changed
V5C8V4,Hasata Köftelik Antep Bulgur 1 kg,Hasata,Packaged Foods,Pasta / Rice / Grains,AMBIENT,10,18,8.0,1,11,not_returned_by_engine_but_not_placed,not_returned_by_engine_but_not_placed,medium,Ürünü manuel kontrol et; shelf/storage/capacity kısıtlarından hangisine takıldığını doğrula.,AMBIENT,ambient_packaged_foods,False
MRK.05777,Milagro Watermelon 6 - 8 kg,Milagro,Produce,Fruit,AMBIENT,10,18,8.0,1,11,not_returned_by_engine_but_not_placed,not_returned_by_engine_but_not_placed,medium,Ürünü manuel kontrol et; shelf/storage/capacity kısıtlarından hangisine takıldığını doğrula.,AMBIENT,ambient_beverage_keyword,False
YS4243,Protein Ocn Choconella Peanut Butter 330 g,Protein,Packaged Foods,Breakfast / Spreads,AMBIENT,12,20,3.0,1,13,not_returned_by_engine_but_not_placed,not_returned_by_engine_but_not_placed,medium,Ürünü manuel kontrol et; shelf/storage/capacity kısıtlarından hangisine takıldığını doğrula.,AMBIENT,ambient_packaged_foods,False
YS3873,Yumos Extra Fabric Softener Magnolia 1440 ml,Yumos,Home / Pet,Cleaning / Laundry,CHILLED,8,28,8.0,1,9,no_matching_storage_shelf,CHILLED storage için uygun raf/dolap yok.,high,CHILLED ürünler için uygun zone/fixture kapasitesi oluştur. Algida ve dolapları dekor değil ürün fixture modülü yap.,AMBIENT,ambient_nonfood_category,True
YS3764,Hayfene That’s the Chicken Spice Blend 140 g,Hayfene,Packaged Foods,Cooking / Condiments / Baking / Herbs / Spices,CHILLED,10,18,8.0,1,11,no_matching_storage_shelf,CHILLED storage için uygun raf/dolap yok.,high,CHILLED ürünler için uygun zone/fixture kapasitesi oluştur. Algida ve dolapları dekor değil ürün fixture modülü yap.,CHILLED,chilled_packaged_exception,False
K6V062,Hasata Derinkuyu Dry Beans 1 kg,Hasata,Packaged Foods,Pasta / Rice / Grains,AMBIENT,10,18,8.0,1,11,not_returned_by_engine_but_not_placed,not_returned_by_engine_but_not_placed,medium,Ürünü manuel kontrol et; shelf/storage/capacity kısıtlarından hangisine takıldığını doğrula.,AMBIENT,ambient_packaged_foods,False
YS3928,Peysan Full Fat Cream Cheese 300 g,Peysan,Dairy / Chilled / Eggs,Dairy / Eggs,CHILLED,6,14,5.0,1,7,no_matching_storage_shelf,CHILLED storage için uygun raf/dolap yok.,high,CHILLED ürünler için uygun zone/fixture kapasitesi oluştur. Algida ve dolapları dekor değil ürün fixture modülü yap.,CHILLED,chilled_dairy_category,False
YS2046,Asperox Sparx Lemon-Scented Dishwasher Salt 1.5 kg,Asperox,Home / Pet,Cleaning / Laundry,CHILLED,10,18,8.0,1,11,no_matching_storage_shelf,CHILLED storage için uygun raf/dolap yok.,high,CHILLED ürünler için uygun zone/fixture kapasitesi oluştur. Algida ve dolapları dekor değil ürün fixture modülü yap.,AMBIENT,ambient_nonfood_category,True
YS3508,Ülker Çizi Crispy Cheese & Steak Flavoured Snack 120 g,Ülker,Snacks,Salty Snacks,CHILLED,16,24,5.0,1,18,no_matching_storage_shelf,CHILLED storage için uygun raf/dolap yok.,high,CHILLED ürünler için uygun zone/fixture kapasitesi oluştur. Algida ve dolapları dekor değil ürün fixture modülü yap.,AMBIENT,ambient_snacks_category,True
0D3BW6,Kellogg's Coco Pops Balls 40 g,Kellogg's,Packaged Foods,Breakfast / Spreads,AMBIENT,6,14,5.0,1,7,not_returned_by_engine_but_not_placed,not_returned_by_engine_but_not_placed,medium,Ürünü manuel kontrol et; shelf/storage/capacity kısıtlarından hangisine takıldığını doğrula.,AMBIENT,ambient_packaged_foods,False
YS2506,Uludağ Frutti Extra Melon 250 ml,Uludağ,Beverages,Water,AMBIENT,6,16,6.0,1,7,not_returned_by_engine_but_not_placed,not_returned_by_engine_but_not_placed,medium,Ürünü manuel kontrol et; shelf/storage/capacity kısıtlarından hangisine takıldığını doğrula.,AMBIENT,ambient_beverage_category,False
MRK.01584,Fuse Tea Watermelon 330 ml,Fuse,Beverages,Juice / Ice Tea / Sports / Energy,AMBIENT,6,16,6.0,1,7,not_returned_by_engine_but_not_placed,not_returned_by_engine_but_not_placed,medium,Ürünü manuel kontrol et; shelf/storage/capacity kısıtlarından hangisine takıldığını doğrula.,AMBIENT,ambient_beverage_category,False
BALIKK,Eti Crispy Fish Crackers 70 g,Eti,Snacks,Salty Snacks,AMBIENT,16,24,5.0,1,18,not_returned_by_engine_but_not_placed,not_returned_by_engine_but_not_placed,medium,Ürünü manuel kontrol et; shelf/storage/capacity kısıtlarından hangisine takıldığını doğrula.,AMBIENT,ambient_snacks_category,False
MRK.00431,Cappy Sour Cherry Juice 200 ml,Cappy,Beverages,Juice / Ice Tea / Sports / Energy,AMBIENT,6,16,6.0,1,7,not_returned_by_engine_but_not_placed,not_returned_by_engine_but_not_placed,medium,Ürünü manuel kontrol et; shelf/storage/capacity kısıtlarından hangisine takıldığını doğrula.,AMBIENT,ambient_beverage_category,False
KDRERG,Fuse Tea Melon & Strawberry 330 ml,Fuse,Beverages,Juice / Ice Tea / Sports / Energy,AMBIENT,6,16,6.0,1,7,not_returned_by_engine_but_not_placed,not_returned_by_engine_but_not_placed,medium,Ürünü manuel kontrol et; shelf/storage/capacity kısıtlarından hangisine takıldığını doğrula.,AMBIENT,ambient_beverage_category,False
YS3126,Dr. Oetker Sweeten to Your Taste Vanilla-Flavored Pudding 40 g,Dr.,Packaged Foods,Desserts,AMBIENT,10,18,8.0,1,11,not_returned_by_engine_but_not_placed,not_returned_by_engine_but_not_placed,medium,Ürünü manuel kontrol et; shelf/storage/capacity kısıtlarından hangisine takıldığını doğrula.,AMBIENT,ambient_packaged_foods,False
YS0109,Undotre Beef Tortelloni 200 g,Undotre,Frozen,Frozen Convenience / Bakery,FROZEN,10,18,8.0,1,11,no_matching_storage_shelf,FROZEN storage için uygun raf/dolap yok.,high,FROZEN ürünler için uygun zone/fixture kapasitesi oluştur. Algida ve dolapları dekor değil ürün fixture modülü yap.,FROZEN,frozen_keyword_or_algida,False
MRK.00546,Ülker Çokoprens Snack Biscuits 81 g,Ülker,Snacks,Confectionary,AMBIENT,10,18,8.0,1,11,not_returned_by_engine_but_not_placed,not_returned_by_engine_but_not_placed,medium,Ürünü manuel kontrol et; shelf/storage/capacity kısıtlarından hangisine takıldığını doğrula.,AMBIENT,ambient_snacks_category,False
S8UBI8,Glade Automatic Spray Spare Clean Sheet Freshness 269 ml,Glade,Home / Pet,Household,CHILLED,6,16,6.0,1,7,no_matching_storage_shelf,CHILLED storage için uygun raf/dolap yok.,high,CHILLED ürünler için uygun zone/fixture kapasitesi oluştur. Algida ve dolapları dekor değil ürün fixture modülü yap.,AMBIENT,ambient_nonfood_category,True
YS0111,Undotre 5 Cheese Square Ravioli 200 g,Undotre,Frozen,Frozen Convenience / Bakery,FROZEN,10,18,8.0,1,11,no_matching_storage_shelf,FROZEN storage için uygun raf/dolap yok.,high,FROZEN ürünler için uygun zone/fixture kapasitesi oluştur. Algida ve dolapları dekor değil ürün fixture modülü yap.,FROZEN,frozen_keyword_or_algida,False
MRK.03083,Çaykur Rize Tourist Loose Tea 500 g,Çaykur,Packaged Foods,Tea / Coffee,AMBIENT,10,18,8.0,1,11,not_returned_by_engine_but_not_placed,not_returned_by_engine_but_not_placed,medium,Ürünü manuel kontrol et; shelf/storage/capacity kısıtlarından hangisine takıldığını doğrula.,AMBIENT,ambient_packaged_foods,False
YS3471,Bbm Food Hot Dog Sandwich 175 g,Bbm,Ready To Consume,Food,AMBIENT,8,12,8.0,1,9,not_returned_by_engine_but_not_placed,not_returned_by_engine_but_not_placed,medium,Ürünü manuel kontrol et; shelf/storage/capacity kısıtlarından hangisine takıldığını doğrula.,CHILLED,chilled_ready_to_consume,True
YS2866,Durex Beyond Nothing XL Condoms 20 Pack,Durex,Personal Care / Baby / Health,Health,AMBIENT,10,18,8.0,1,11,not_returned_by_engine_but_not_placed,not_returned_by_engine_but_not_placed,medium,Ürünü manuel kontrol et; shelf/storage/capacity kısıtlarından hangisine takıldığını doğrula.,AMBIENT,ambient_nonfood_category,False
YS3031,Jelibon Sour Patch Kids Strawberry 160 g,Jelibon,Snacks,Confectionary,AMBIENT,10,18,8.0,1,11,not_returned_by_engine_but_not_placed,not_returned_by_engine_but_not_placed,medium,Ürünü manuel kontrol et; shelf/storage/capacity kısıtlarından hangisine takıldığını doğrula.,AMBIENT,ambient_snacks_category,False
MRK.05372,BAKEFROST Brownie Cake 80 g,BAKEFROST,Ready To Consume,Food,FROZEN,10,18,8.0,1,11,no_matching_storage_shelf,FROZEN storage için uygun raf/dolap yok.,high,FROZEN ürünler için uygun zone/fixture kapasitesi oluştur. Algida ve dolapları dekor değil ürün fixture modülü yap.,FROZEN,frozen_keyword_or_algida,False
MRK.07206,Dr. Oetker Chocolate Muffin Mix 345 g,Dr.,Packaged Foods,Cooking / Condiments / Baking / Herbs / Spices,AMBIENT,12,20,3.0,1,13,not_returned_by_engine_but_not_placed,not_returned_by_engine_but_not_placed,medium,Ürünü manuel kontrol et; shelf/storage/capacity kısıtlarından hangisine takıldığını doğrula.,AMBIENT,ambient_snack_keyword,False
MRK.03071,Pınar Organic Yogurt 4 x 125 g,Pınar,Dairy / Chilled / Eggs,Dairy / Eggs,CHILLED,34,24,24.0,1,37,no_matching_storage_shelf,CHILLED storage için uygun raf/dolap yok.,high,CHILLED ürünler için uygun zone/fixture kapasitesi oluştur. Algida ve dolapları dekor değil ürün fixture modülü yap.,CHILLED,chilled_dairy_category,False
96P2Q0,StopEver Nasal Patch Nose Strip Normal Size,StopEver,Personal Care / Baby / Health,Personal Care / Beauty,AMBIENT,10,18,8.0,1,11,not_returned_by_engine_but_not_placed,not_returned_by_engine_but_not_placed,medium,Ürünü manuel kontrol et; shelf/storage/capacity kısıtlarından hangisine takıldığını doğrula.,AMBIENT,ambient_nonfood_category,False
450WLJ,Lipton Teapot Tea Bags Eastern Black Sea 48-pack 153 g,Lipton,Packaged Foods,Tea / Coffee,AMBIENT,10,18,8.0,1,11,not_returned_by_engine_but_not_placed,not_returned_by_engine_but_not_placed,medium,Ürünü manuel kontrol et; shelf/storage/capacity kısıtlarından hangisine takıldığını doğrula.,AMBIENT,ambient_beverage_keyword,False
YS2748,Koby's Crunch Chili Lime Flavored Protein Pops Chips 50 g,Koby's,Snacks,Salty Snacks,AMBIENT,16,24,5.0,1,18,not_returned_by_engine_but_not_placed,not_returned_by_engine_but_not_placed,medium,Ürünü manuel kontrol et; shelf/storage/capacity kısıtlarından hangisine takıldığını doğrula.,AMBIENT,ambient_snacks_category,False
FGP526,Züber Noutos Cajun Spiced Chickpea Chips 75 g,Züber,Snacks,Salty Snacks,AMBIENT,16,24,5.0,1,18,not_returned_by_engine_but_not_placed,not_returned_by_engine_but_not_placed,medium,Ürünü manuel kontrol et; shelf/storage/capacity kısıtlarından hangisine takıldığını doğrula.,AMBIENT,ambient_snacks_category,False
MRK.06681,Pınar Long Turkey Sausage 430 g,Pınar,Dairy / Chilled / Eggs,Deli / Snacking,CHILLED,8,12,8.0,1,9,no_matching_storage_shelf,CHILLED storage için uygun raf/dolap yok.,high,CHILLED ürünler için uygun zone/fixture kapasitesi oluştur. Algida ve dolapları dekor değil ürün fixture modülü yap.,CHILLED,chilled_dairy_category,False
ALGBOL,Algida Master Style Rich Cream 500 ml,Algida,Frozen,Ice Cream / Desserts,FROZEN,8,14,6.0,1,9,no_matching_storage_shelf,FROZEN storage için uygun raf/dolap yok.,high,FROZEN ürünler için uygun zone/fixture kapasitesi oluştur. Algida ve dolapları dekor değil ürün fixture modülü yap.,FROZEN,frozen_keyword_or_algida,False
A2W1Z9,Snacky Crunch Strong Bones Chicken & Cheese Cat Treat 60 g,Snacky,Home / Pet,Pet,CHILLED,10,18,8.0,1,11,no_matching_storage_shelf,CHILLED storage için uygun raf/dolap yok.,high,CHILLED ürünler için uygun zone/fixture kapasitesi oluştur. Algida ve dolapları dekor değil ürün fixture modülü yap.,AMBIENT,ambient_nonfood_category,True
T42NV8,Muratbey Helix Cheese 200 g,Muratbey,Dairy / Chilled / Eggs,Dairy / Eggs,CHILLED,6,14,5.0,1,7,no_matching_storage_shelf,CHILLED storage için uygun raf/dolap yok.,high,CHILLED ürünler için uygun zone/fixture kapasitesi oluştur. Algida ve dolapları dekor değil ürün fixture modülü yap.,CHILLED,chilled_dairy_category,False
YS0828,Maybelline New York Lasting Drama Automatic Eye Liner Brown Sugar,Maybelline,Personal Care / Baby / Health,Personal Care / Beauty,AMBIENT,6,16,6.0,1,7,not_returned_by_engine_but_not_placed,not_returned_by_engine_but_not_placed,medium,Ürünü manuel kontrol et; shelf/storage/capacity kısıtlarından hangisine takıldığını doğrula.,AMBIENT,ambient_nonfood_category,False
MRK.06569,Palmolive Aroma Sensations Feel The Massage Peeling Bath and Shower Gel 250 ml,Palmolive,Personal Care / Baby / Health,Personal Care / Beauty,AMBIENT,6,16,6.0,1,7,not_returned_by_engine_but_not_placed,not_returned_by_engine_but_not_placed,medium,Ürünü manuel kontrol et; shelf/storage/capacity kısıtlarından hangisine takıldığını doğrula.,AMBIENT,ambient_nonfood_category,False
YS3032,Jelibon Sour Patch Peach 160 g,Jelibon,Snacks,Confectionary,AMBIENT,10,18,8.0,1,11,not_returned_by_engine_but_not_placed,not_returned_by_engine_but_not_placed,medium,Ürünü manuel kontrol et; shelf/storage/capacity kısıtlarından hangisine takıldığını doğrula.,AMBIENT,ambient_snacks_category,False
E7K9BG,Arı Whole Wheat Grissini 100 g,Arı,Snacks,Salty Snacks,AMBIENT,16,24,5.0,1,18,not_returned_by_engine_but_not_placed,not_returned_by_engine_but_not_placed,medium,Ürünü manuel kontrol et; shelf/storage/capacity kısıtlarından hangisine takıldığını doğrula.,AMBIENT,ambient_snacks_category,False
MRK.03258,Pastavilla Farfalle Pasta 500 g,Pastavilla,Packaged Foods,Pasta / Rice / Grains,AMBIENT,10,18,8.0,1,11,not_returned_by_engine_but_not_placed,not_returned_by_engine_but_not_placed,medium,Ürünü manuel kontrol et; shelf/storage/capacity kısıtlarından hangisine takıldığını doğrula.,AMBIENT,ambient_packaged_foods,False
YS0972,Master Puff Ketchup Flavored Corn Snack 90 g,Master,Snacks,Salty Snacks,AMBIENT,16,24,5.0,1,18,not_returned_by_engine_but_not_placed,not_returned_by_engine_but_not_placed,medium,Ürünü manuel kontrol et; shelf/storage/capacity kısıtlarından hangisine takıldığını doğrula.,AMBIENT,ambient_snacks_category,False
YS1456,BBM Food Semolina Halva 200 g,BBM,Ready To Consume,Food,AMBIENT,10,18,8.0,1,11,not_returned_by_engine_but_not_placed,not_returned_by_engine_but_not_placed,medium,Ürünü manuel kontrol et; shelf/storage/capacity kısıtlarından hangisine takıldığını doğrula.,CHILLED,chilled_ready_to_consume,True
MRK.07489,Knorr Black Cumin 40 g,Knorr,Packaged Foods,Cooking / Condiments / Baking / Herbs / Spices,AMBIENT,10,18,8.0,1,11,not_returned_by_engine_but_not_placed,not_returned_by_engine_but_not_placed,medium,Ürünü manuel kontrol et; shelf/storage/capacity kısıtlarından hangisine takıldığını doğrula.,AMBIENT,ambient_packaged_foods,False
IH1II8,Komili Delicious Fruity Olive Oil 2 L,Komili,Packaged Foods,Cooking / Condiments / Baking / Herbs / Spices,AMBIENT,10,16,10.0,1,11,not_returned_by_engine_but_not_placed,not_returned_by_engine_but_not_placed,medium,Ürünü manuel kontrol et; shelf/storage/capacity kısıtlarından hangisine takıldığını doğrula.,AMBIENT,ambient_packaged_foods,False
YS1270,Eduscho Crema Gold Coffee Beans 500 g,Eduscho,Packaged Foods,Tea / Coffee,AMBIENT,7,22,7.0,1,8,not_returned_by_engine_but_not_placed,not_returned_by_engine_but_not_placed,medium,Ürünü manuel kontrol et; shelf/storage/capacity kısıtlarından hangisine takıldığını doğrula.,AMBIENT,ambient_packaged_foods,False
YS1328,Danette Chocolate Pudding 8 x 100 g,Danette,Dairy / Chilled / Eggs,Milk,CHILLED,34,24,24.0,1,37,no_matching_storage_shelf,CHILLED storage için uygun raf/dolap yok.,high,CHILLED ürünler için uygun zone/fixture kapasitesi oluştur. Algida ve dolapları dekor değil ürün fixture modülü yap.,AMBIENT,ambient_beverage_keyword,True
BKR222,Baker Street Tahini Cookies - Sweet 270 g,Baker,Bread / Bakery,Sweet Bakery,CHILLED,10,18,8.0,1,11,no_matching_storage_shelf,CHILLED storage için uygun raf/dolap yok.,high,CHILLED ürünler için uygun zone/fixture kapasitesi oluştur. Algida ve dolapları dekor değil ürün fixture modülü yap.,AMBIENT,ambient_bread_bakery,True
YS2618,Kent Boringer Stevia Liquid Sweetener 48 ml,Kent,Packaged Foods,Cooking / Condiments / Baking / Herbs / Spices,AMBIENT,10,18,8.0,1,11,not_returned_by_engine_but_not_placed,not_returned_by_engine_but_not_placed,medium,Ürünü manuel kontrol et; shelf/storage/capacity kısıtlarından hangisine takıldığını doğrula.,AMBIENT,ambient_packaged_foods,False
YS1619,Yudum Sunflower Oil Squeezable Pet Bottle Like a Chef 750 ml,Yudum,Packaged Foods,Cooking / Condiments / Baking / Herbs / Spices,CHILLED,7,22,7.0,1,8,no_matching_storage_shelf,CHILLED storage için uygun raf/dolap yok.,high,CHILLED ürünler için uygun zone/fixture kapasitesi oluştur. Algida ve dolapları dekor değil ürün fixture modülü yap.,AMBIENT,ambient_beverage_keyword,True
MRK.05261,Tat Village Pepper Paste 550 g,Tat,Packaged Foods,Canned / Jarred / Instant Meals,AMBIENT,8,12,8.0,1,9,not_returned_by_engine_but_not_placed,not_returned_by_engine_but_not_placed,medium,Ürünü manuel kontrol et; shelf/storage/capacity kısıtlarından hangisine takıldığını doğrula.,AMBIENT,ambient_packaged_foods,False
MRK.00911,Koroplast Stretch Film 15 m,Koroplast,Home / Pet,Disposables,CHILLED,10,18,8.0,1,11,no_matching_storage_shelf,CHILLED storage için uygun raf/dolap yok.,high,CHILLED ürünler için uygun zone/fixture kapasitesi oluştur. Algida ve dolapları dekor değil ürün fixture modülü yap.,AMBIENT,ambient_nonfood_category,True
YS4183,Vernel Max Concentrated Liquid Fabric Softener Aromatherapy Lily 1440 ml,Vernel,Home / Pet,Cleaning / Laundry,CHILLED,8,28,8.0,1,9,no_matching_storage_shelf,CHILLED storage için uygun raf/dolap yok.,high,CHILLED ürünler için uygun zone/fixture kapasitesi oluştur. Algida ve dolapları dekor değil ürün fixture modülü yap.,AMBIENT,ambient_nonfood_category,True
MRK.07627,Sleepy Petcare Pet Shampoo 500 ml,Sleepy,Home / Pet,Pet,CHILLED,7,22,7.0,1,8,no_matching_storage_shelf,CHILLED storage için uygun raf/dolap yok.,high,CHILLED ürünler için uygun zone/fixture kapasitesi oluştur. Algida ve dolapları dekor değil ürün fixture modülü yap.,AMBIENT,ambient_nonfood_category,True
YS0718,Viking Premium Toilet Cleaner Spray Sugar Pine 750 ml,Viking,Home / Pet,Cleaning / Laundry,CHILLED,7,22,7.0,1,8,no_matching_storage_shelf,CHILLED storage için uygun raf/dolap yok.,high,CHILLED ürünler için uygun zone/fixture kapasitesi oluştur. Algida ve dolapları dekor değil ürün fixture modülü yap.,AMBIENT,ambient_nonfood_category,True
MRK.01273,Bağdat Cumin 75 g,Bağdat,Packaged Foods,Cooking / Condiments / Baking / Herbs / Spices,AMBIENT,10,18,8.0,1,11,not_returned_by_engine_but_not_placed,not_returned_by_engine_but_not_placed,medium,Ürünü manuel kontrol et; shelf/storage/capacity kısıtlarından hangisine takıldığını doğrula.,AMBIENT,ambient_packaged_foods,False
YS2721,Falım Strawberry Flavored Chewing Gum 5-Pack,Falım,Snacks,Confectionary,AMBIENT,10,18,8.0,1,11,not_returned_by_engine_but_not_placed,not_returned_by_engine_but_not_placed,medium,Ürünü manuel kontrol et; shelf/storage/capacity kısıtlarından hangisine takıldığını doğrula.,AMBIENT,ambient_snacks_category,False
YS1177,Knorr Quick Soup Twist Chilli Lime 18 g,Knorr,Packaged Foods,Cooking / Condiments / Baking / Herbs / Spices,AMBIENT,10,18,8.0,1,11,not_returned_by_engine_but_not_placed,not_returned_by_engine_but_not_placed,medium,Ürünü manuel kontrol et; shelf/storage/capacity kısıtlarından hangisine takıldığını doğrula.,AMBIENT,ambient_packaged_foods,False
MRK.00502,Cappy Mixed Fruit Juice 200 ml,Cappy,Beverages,Juice / Ice Tea / Sports / Energy,AMBIENT,6,16,6.0,1,7,not_returned_by_engine_but_not_placed,not_returned_by_engine_but_not_placed,medium,Ürünü manuel kontrol et; shelf/storage/capacity kısıtlarından hangisine takıldığını doğrula.,AMBIENT,ambient_beverage_category,False
YS0638,Wanpy Salmon & Tuna Cat Soup 50 g,Wanpy,Home / Pet,Pet,CHILLED,8,12,8.0,1,9,no_matching_storage_shelf,CHILLED storage için uygun raf/dolap yok.,high,CHILLED ürünler için uygun zone/fixture kapasitesi oluştur. Algida ve dolapları dekor değil ürün fixture modülü yap.,AMBIENT,ambient_nonfood_category,True
ERI1PF,Time Wafer Time Up Milk Chocolate Milk Cream Biscuit 30 g,Time,Snacks,Confectionary,AMBIENT,8,16,2.5,1,9,not_returned_by_engine_but_not_placed,not_returned_by_engine_but_not_placed,medium,Ürünü manuel kontrol et; shelf/storage/capacity kısıtlarından hangisine takıldığını doğrula.,AMBIENT,ambient_snacks_category,False
4G858Q,Pakmaya Pastry Cream Plain 147 g,Pakmaya,Packaged Foods,Cooking / Condiments / Baking / Herbs / Spices,AMBIENT,10,18,8.0,1,11,not_returned_by_engine_but_not_placed,not_returned_by_engine_but_not_placed,medium,Ürünü manuel kontrol et; shelf/storage/capacity kısıtlarından hangisine takıldığını doğrula.,AMBIENT,ambient_packaged_foods,False
MRK.06691,Pınar Organic Milk 1 L,Pınar,Dairy / Chilled / Eggs,Milk,CHILLED,8,22,8.0,1,9,no_matching_storage_shelf,CHILLED storage için uygun raf/dolap yok.,high,CHILLED ürünler için uygun zone/fixture kapasitesi oluştur. Algida ve dolapları dekor değil ürün fixture modülü yap.,AMBIENT,ambient_uht_milk_like,True
PESTOO,Knorr Quick Pasta Pesto Fusilli 65 g,Knorr,Ready To Consume,Food,AMBIENT,10,18,8.0,1,11,not_returned_by_engine_but_not_placed,not_returned_by_engine_but_not_placed,medium,Ürünü manuel kontrol et; shelf/storage/capacity kısıtlarından hangisine takıldığını doğrula.,CHILLED,chilled_ready_to_consume,True
YS2335,Makaroma Spaghetti Pasta 500 g,Makaroma,Packaged Foods,Pasta / Rice / Grains,AMBIENT,10,18,8.0,1,11,not_returned_by_engine_but_not_placed,not_returned_by_engine_but_not_placed,medium,Ürünü manuel kontrol et; shelf/storage/capacity kısıtlarından hangisine takıldığını doğrula.,AMBIENT,ambient_packaged_foods,False
YS1982,Macromax Honeysuckle Scented Drawstring Garbage Bags Large 20 Pack,Macromax,Home / Pet,Disposables,CHILLED,10,18,8.0,1,11,no_matching_storage_shelf,CHILLED storage için uygun raf/dolap yok.,high,CHILLED ürünler için uygun zone/fixture kapasitesi oluştur. Algida ve dolapları dekor değil ürün fixture modülü yap.,AMBIENT,ambient_nonfood_category,True
CP6N43,Wanpy Fresh Beef & Carrot Dog Meat Paste 90 g,Wanpy,Home / Pet,Pet,CHILLED,10,18,8.0,1,11,no_matching_storage_shelf,CHILLED storage için uygun raf/dolap yok.,high,CHILLED ürünler için uygun zone/fixture kapasitesi oluştur. Algida ve dolapları dekor değil ürün fixture modülü yap.,AMBIENT,ambient_nonfood_category,True
YS3841,Dr. Oetker Cooked Pastry Cream Powder Mix 156 g,Dr.,Packaged Foods,Cooking / Condiments / Baking / Herbs / Spices,AMBIENT,10,18,8.0,1,11,not_returned_by_engine_but_not_placed,not_returned_by_engine_but_not_placed,medium,Ürünü manuel kontrol et; shelf/storage/capacity kısıtlarından hangisine takıldığını doğrula.,AMBIENT,ambient_packaged_foods,False
MRK.01190,Raya Organic Green Olives 300 g,Raya,Packaged Foods,Canned / Jarred / Instant Meals,AMBIENT,8,12,8.0,1,9,not_returned_by_engine_but_not_placed,not_returned_by_engine_but_not_placed,medium,Ürünü manuel kontrol et; shelf/storage/capacity kısıtlarından hangisine takıldığını doğrula.,AMBIENT,ambient_packaged_foods,False
F2AHM0,Toshiba LR03 Alkaline AAA Battery 2 pcs,Toshiba,Home / Pet,Hardware / Misc,CHILLED,10,18,8.0,1,11,no_matching_storage_shelf,CHILLED storage için uygun raf/dolap yok.,high,CHILLED ürünler için uygun zone/fixture kapasitesi oluştur. Algida ve dolapları dekor değil ürün fixture modülü yap.,AMBIENT,ambient_nonfood_category,True
YS1734,Otto Nuts Salted Roasted Siirt Pistachios 150 g,Otto,Snacks,Salty Snacks,AMBIENT,10,18,8.0,1,11,not_returned_by_engine_but_not_placed,not_returned_by_engine_but_not_placed,medium,Ürünü manuel kontrol et; shelf/storage/capacity kısıtlarından hangisine takıldığını doğrula.,AMBIENT,ambient_snacks_category,False
HAKANG,Eker Dip & Chips Yogurt with Tomato Sauce 125 g,Eker,Dairy / Chilled / Eggs,Dairy / Eggs,CHILLED,16,24,5.0,1,18,no_matching_storage_shelf,CHILLED storage için uygun raf/dolap yok.,high,CHILLED ürünler için uygun zone/fixture kapasitesi oluştur. Algida ve dolapları dekor değil ürün fixture modülü yap.,CHILLED,chilled_dairy_category,False
82PVD0,Garnier Lip Moisturizing Care Mask,Garnier,Personal Care / Baby / Health,Personal Care / Beauty,AMBIENT,10,18,8.0,1,11,not_returned_by_engine_but_not_placed,not_returned_by_engine_but_not_placed,medium,Ürünü manuel kontrol et; shelf/storage/capacity kısıtlarından hangisine takıldığını doğrula.,AMBIENT,ambient_nonfood_category,False
YS1441,BBM Food Lentil Soup 300 g,BBM,Ready To Consume,Food,AMBIENT,10,18,8.0,1,11,not_returned_by_engine_but_not_placed,not_returned_by_engine_but_not_placed,medium,Ürünü manuel kontrol et; shelf/storage/capacity kısıtlarından hangisine takıldığını doğrula.,CHILLED,chilled_ready_to_consume,True
AEUS6F,Head & Shoulders Deep Clean Itch Relief Shampoo 300 ml,Head,Personal Care / Baby / Health,Personal Care / Beauty,AMBIENT,6,16,6.0,1,7,not_returned_by_engine_but_not_placed,not_returned_by_engine_but_not_placed,medium,Ürünü manuel kontrol et; shelf/storage/capacity kısıtlarından hangisine takıldığını doğrula.,AMBIENT,ambient_nonfood_category,False
YS3665,Arizona Iced Tea Blueberry Flavored White Tea 450 ml,Arizona,Beverages,Juice / Ice Tea / Sports / Energy,AMBIENT,6,16,6.0,1,7,not_returned_by_engine_but_not_placed,not_returned_by_engine_but_not_placed,medium,Ürünü manuel kontrol et; shelf/storage/capacity kısıtlarından hangisine takıldığını doğrula.,AMBIENT,ambient_beverage_category,False
YS3616,Baker Street Black Cumin Seed Tulip Savory Cookies 270 g,Baker,Bread / Bakery,Sweet Bakery,CHILLED,10,18,8.0,1,11,no_matching_storage_shelf,CHILLED storage için uygun raf/dolap yok.,high,CHILLED ürünler için uygun zone/fixture kapasitesi oluştur. Algida ve dolapları dekor değil ürün fixture modülü yap.,AMBIENT,ambient_bread_bakery,True
YS2669,Glade Aerosol Lavender Fresh Room Fragrance 300 ml,Glade,Home / Pet,Household,CHILLED,6,16,6.0,1,7,no_matching_storage_shelf,CHILLED storage için uygun raf/dolap yok.,high,CHILLED ürünler için uygun zone/fixture kapasitesi oluştur. Algida ve dolapları dekor değil ürün fixture modülü yap.,AMBIENT,ambient_nonfood_category,True
